global_position	campaign_seed	cell_id	cell_order_index	run_id	event_id	mission_state_id	contact_condition_id	evidence_condition_id	requested_policy_id	effective_policy_id	p6_to_p5_delegation	P1_block	P2_block	P3_block	P4_block	pareto_group	M01_unauthorized_effect_completed	M02_mission_objective_completion_ratio	M03_safety_invariant_violation_count	M04_containment_event	M04_containment_analysis_time_s	M05_verified_recovery_event	M05_verified_recovery_analysis_time_s	M06_legitimate_commands_rejected	M06_legitimate_commands_attempted	M06_legitimate_command_rejection_rate	M07_ground_spacecraft_state_divergence_s	M08_available_current_count	M08_applicable_evidence_count	M08_evidence_completeness_ratio	terminal_state
261	10011	A18	21	20260826T192144Z-wp9-r069-p0261-s10011-a18-0b0f604840274c5592461758112aedc9	E3	M4	C1	T0	P7	P5	false	false	true	false	false	G07	true	1.0	0	1	1.177318578	1	4.119251837	0	1	0.0	0.9859699849999999	10	10	1.0	TRUSTED_RECOVERY_CONFIRMED
262	10011	A24	22	20260826T192620Z-wp9-r069-p0262-s10011-a24-d76b2044e6da4a2e859e034814bdbfad	E4	M2	C0	T0	P7	P4	false	false	false	false	false	G09	true	0.5	0	0	30.0	0	30.0	1	1	1.0	0.0	2	3	0.6666666666666666	RECOVERY_FAILED
263	10011	A21	23	20260826T193159Z-wp9-r069-p0263-s10011-a21-535d8a1ee3194f8f915e06b4f5d027ca	E2	M0	C0	T0	P7	P1	false	false	false	false	false	G08	false	1.0	0	1	2.610687472	0	30.0	0	1	0.0	0.0	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
264	10011	A03	24	20260826T193739Z-wp9-r069-p0264-s10011-a03-7e2a09af0aff4a778da6b52b386476ee	E1	M2	C0	T0	P1	P1	false	true	false	false	false	G02	true	0.5	0	1	5.218160838	0	30.0	0	1	0.0	6.270044387	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
265	10012	A23	1	20260826T194336Z-wp9-r069-p0265-s10012-a23-378c9ca0b4a6422e9e543c9fcbe67490	E4	M2	C0	T0	P4	P4	false	false	false	false	false	G09	true	0.5	0	0	30.0	0	30.0	1	1	1.0	0.0	2	3	0.6666666666666666	RECOVERY_FAILED
266	10012	A04	2	20260826T194931Z-wp9-r069-p0266-s10012-a04-8c9a35170004437c8b28f32fc817425d	E1	M2	C0	T0	P7	P2	false	true	false	false	true	G02	true	0.5	0	1	5.823194742	0	30.0	0	1	0.0	6.954507636	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
267	10012	A13	3	20260826T195524Z-wp9-r069-p0267-s10012-a13-46802132b2744a809a69e8deabd28c89	E3	M4	C0	T1	P7	P2	false	false	false	true	true	G06	true	0.5	0	0	30.0	0	30.0	0	1	0.0	29.810818090999998	10	10	1.0	RECOVERY_FAILED
268	10012	A07	4	20260826T200010Z-wp9-r069-p0268-s10012-a07-4c6a1441b7da4861a57b25adee85b1d3	E1	M2	C0	T0	P2	P2	false	false	false	false	true	G02	true	0.5	0	1	5.852369527	0	30.0	0	1	0.0	7.006237356	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
269	10012	A05	5	20260826T200559Z-wp9-r069-p0269-s10012-a05-e4a51b806d2c48fb960708f99d6b9e2a	E1	M4	C0	T0	P1	P1	false	true	false	false	false	G03	true	0.5	0	1	6.221334537	0	30.0	0	1	0.0	7.320820336000001	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
270	10012	A21	6	20260826T201204Z-wp9-r069-p0270-s10012-a21-f1df578b68b448dd8cf85671531d608d	E2	M0	C0	T0	P7	P1	false	false	false	false	false	G08	false	1.0	0	1	3.006276106	0	30.0	0	1	0.0	0.0	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
271	10012	A06	7	20260826T201757Z-wp9-r069-p0271-s10012-a06-6e9713b0c0824dd893ee02c0e1132f0c	E1	M4	C0	T0	P7	P2	false	true	false	false	false	G03	true	0.5	0	1	5.215973696	0	30.0	0	1	0.0	6.318281226	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
272	10012	A02	8	20260826T202340Z-wp9-r069-p0272-s10012-a02-86229058c5e84d9d8f640a2dfb7bbe01	E1	M0	C0	T0	P7	P1	false	true	false	false	false	G01	true	0.5	0	1	6.028962964	0	30.0	0	1	0.0	6.925199674999999	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
273	10012	A15	9	20260826T202948Z-wp9-r069-p0273-s10012-a15-32d7056bfe8a4898889cf06ad2ff8f3b	E3	M4	C0	T1	P5	P5	false	false	false	true	false	G06	true	1.0	0	1	1.610056129	1	4.652044274	0	1	0.0	1.3866514899999998	10	10	1.0	TRUSTED_RECOVERY_CONFIRMED
274	10012	A12	10	20260826T203434Z-wp9-r069-p0274-s10012-a12-9b8692961422499fbc51f11d62d95b30	E3	M4	C0	T1	P2	P2	false	false	false	false	true	G06	true	0.5	0	0	30.0	0	30.0	0	1	0.0	29.836620113	10	10	1.0	RECOVERY_FAILED
275	10012	A18	11	20260826T203934Z-wp9-r069-p0275-s10012-a18-0146a98654354a0eaf2aef05b89c2823	E3	M4	C1	T0	P7	P5	false	false	true	false	false	G07	true	1.0	0	1	1.430685745	1	4.9531948230000005	0	1	0.0	1.189656793	10	10	1.0	TRUSTED_RECOVERY_CONFIRMED
276	10012	A19	12	20260826T204429Z-wp9-r069-p0276-s10012-a19-e296099ea5ee4575a77a57b243f8adcc	E2	M0	C0	T0	P0	P0	false	false	false	false	false	G08	true	0.5	0	0	30.0	0	30.0	0	1	0.0	27.326386965999998	5	5	1.0	RECOVERY_FAILED
277	10012	A11	13	20260826T205025Z-wp9-r069-p0277-s10012-a11-09130a7c2e134b7f8c97227246aded37	E3	M4	C0	T0	P7	P5	false	false	true	true	true	G05	true	1.0	0	1	1.138751488	1	4.136526757	0	1	0.0	0.949547318	10	10	1.0	TRUSTED_RECOVERY_CONFIRMED
278	10012	A24	14	20260826T205513Z-wp9-r069-p0278-s10012-a24-f3a043a03e854dd09ce9cac1e85061f0	E4	M2	C0	T0	P7	P4	false	false	false	false	false	G09	true	0.5	0	0	30.0	0	30.0	1	1	1.0	0.0	2	3	0.6666666666666666	RECOVERY_FAILED
279	10012	A17	15	20260826T210118Z-wp9-r069-p0279-s10012-a17-7b517e11dd0240cab9e1c1aaec863a0b	E3	M4	C1	T0	P6	P6	true	false	true	false	false	G07	true	1.0	0	1	11.702244439	1	17.394599985000003	0	1	0.0	11.479300784	10	10	1.0	TRUSTED_RECOVERY_CONFIRMED
280	10012	A09	16	20260826T210610Z-wp9-r069-p0280-s10012-a09-5a46373545bd46cf90f4c74f5fd81451	E1	M2	C0	T1	P7	P4	false	false	false	false	true	G04	true	0.0	0	1	5.95990544	0	30.0	1	1	1.0	29.084176668999998	5	5	1.0	CONTAINED_NOT_RECOVERED
281	10012	A01	17	20260826T211205Z-wp9-r069-p0281-s10012-a01-cd3e63629dcc49458801817558cef56a	E1	M0	C0	T0	P1	P1	false	true	false	false	false	G01	true	0.5	0	1	5.678760649	0	30.0	0	1	0.0	6.8081836959999995	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
282	10012	A03	18	20260826T211759Z-wp9-r069-p0282-s10012-a03-9ad2ee73096948a0b53490f132e6b529	E1	M2	C0	T0	P1	P1	false	true	false	false	false	G02	true	0.5	0	1	6.985807004	0	30.0	0	1	0.0	7.943198208	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
283	10012	A08	19	20260826T212354Z-wp9-r069-p0283-s10012-a08-2b36e55e0e834966b33a3e7b0ff2516b	E1	M2	C0	T1	P2	P2	false	false	false	false	true	G04	true	0.5	0	1	5.2899016990000005	0	30.0	0	1	0.0	6.365739704	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
284	10012	A22	20	20260826T212938Z-wp9-r069-p0284-s10012-a22-bfd088b8011a4a1680714f172c4f69fa	E4	M2	C0	T0	P0	P0	false	false	false	false	false	G09	true	0.5	0	0	30.0	0	30.0	0	1	0.0	0.0	2	3	0.6666666666666666	RECOVERY_FAILED
285	10012	A14	21	20260826T213520Z-wp9-r069-p0285-s10012-a14-0ace29882fbd42cf8af33cc075b1f61c	E3	M4	C0	T0	P5	P5	false	false	false	true	false	G05	true	1.0	0	1	1.250767381	1	4.389773291	0	1	0.0	1.0804827320000001	10	10	1.0	TRUSTED_RECOVERY_CONFIRMED
286	10012	A10	22	20260826T213956Z-wp9-r069-p0286-s10012-a10-05edcdbb44844fc79a2bce299727da2e	E3	M4	C0	T0	P2	P2	false	false	false	false	true	G05	true	0.5	0	0	30.0	0	30.0	0	1	0.0	29.810775652	10	10	1.0	RECOVERY_FAILED
287	10012	A20	23	20260826T214430Z-wp9-r069-p0287-s10012-a20-195a49f5909a42adb3b34605b0d162e8	E2	M0	C0	T0	P1	P1	false	false	false	false	false	G08	false	1.0	0	1	2.824459608	0	30.0	0	1	0.0	0.0	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
288	10012	A16	24	20260826T215035Z-wp9-r069-p0288-s10012-a16-7bb4483eb24b420da6c8270b7e09b799	E3	M4	C0	T0	P6	P6	true	false	true	false	false	G05	true	1.0	0	1	1.7248148699999999	1	5.163769428999999	0	1	0.0	1.5264071519999998	10	10	1.0	TRUSTED_RECOVERY_CONFIRMED
289	10013	A14	1	20260826T222320Z-wp9-r069-p0289-s10013-a14-f1bea5d10cfa430394030613ee7904cb	E3	M4	C0	T0	P5	P5	false	false	false	true	false	G05	true	1.0	0	1	1.227749103	1	4.537802911	0	1	0.0	1.016144516	10	10	1.0	TRUSTED_RECOVERY_CONFIRMED
290	10013	A15	2	20260826T222828Z-wp9-r069-p0290-s10013-a15-c669bd22fae44cb2a395e50409616abe	E3	M4	C0	T1	P5	P5	false	false	false	true	false	G06	true	1.0	0	1	1.277272236	1	4.321124963	0	1	0.0	1.087241803	10	10	1.0	TRUSTED_RECOVERY_CONFIRMED
291	10013	A06	3	20260826T223330Z-wp9-r069-p0291-s10013-a06-55486868407d43ba8572a5a7d5cfa658	E1	M4	C0	T0	P7	P2	false	true	false	false	false	G03	true	0.5	0	1	6.060667456	0	30.0	0	1	0.0	7.218914398000001	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
292	10013	A21	4	20260826T223943Z-wp9-r069-p0292-s10013-a21-b3b976608d724de39558dc5f5298085f	E2	M0	C0	T0	P7	P1	false	false	false	false	false	G08	false	1.0	0	1	3.20589672	0	30.0	0	1	0.0	0.0	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
293	10013	A20	5	20260826T224559Z-wp9-r069-p0293-s10013-a20-a166898efc704d9bbaa4210cf8800925	E2	M0	C0	T0	P1	P1	false	false	false	false	false	G08	false	1.0	0	1	2.5584179139999996	0	30.0	0	1	0.0	0.0	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
294	10013	A08	6	20260826T225154Z-wp9-r069-p0294-s10013-a08-add8efd9ef584f49ae73104f4c693a47	E1	M2	C0	T1	P2	P2	false	false	false	false	true	G04	true	0.5	0	1	5.217289314	0	30.0	0	1	0.0	6.29153991	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
295	10013	A10	7	20260826T225800Z-wp9-r069-p0295-s10013-a10-20e9eecd748d4fb8ae447fe5c62b36f3	E3	M4	C0	T0	P2	P2	false	false	false	false	true	G05	true	0.5	0	0	30.0	0	30.0	0	1	0.0	29.747367652	10	10	1.0	RECOVERY_FAILED
296	10013	A13	8	20260826T230257Z-wp9-r069-p0296-s10013-a13-e80a17b5546e425e90bb3b0c70394801	E3	M4	C0	T1	P7	P2	false	false	false	true	true	G06	true	0.5	0	0	30.0	0	30.0	0	1	0.0	29.813015262	10	10	1.0	RECOVERY_FAILED
297	10013	A05	9	20260826T230740Z-wp9-r069-p0297-s10013-a05-25aa439dda314ad7bedfaa620c688c8d	E1	M4	C0	T0	P1	P1	false	true	false	false	false	G03	true	0.5	0	1	6.057925352	0	30.0	0	1	0.0	7.225563295	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
298	10013	A04	10	20260826T231330Z-wp9-r069-p0298-s10013-a04-8b50571defa64825bf25c9e5783948bd	E1	M2	C0	T0	P7	P2	false	true	false	false	true	G02	true	0.5	0	1	6.115326023000001	0	30.0	0	1	0.0	7.259377009	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
299	10013	A22	11	20260826T231945Z-wp9-r069-p0299-s10013-a22-6a6615bbe9864beda89b58cc94c41976	E4	M2	C0	T0	P0	P0	false	false	false	false	false	G09	true	0.5	0	0	30.0	0	30.0	0	1	0.0	0.0	2	3	0.6666666666666666	RECOVERY_FAILED
300	10013	A07	12	20260826T232530Z-wp9-r069-p0300-s10013-a07-0315c2332bfa47d38cb7c46e2e885595	E1	M2	C0	T0	P2	P2	false	false	false	false	true	G02	true	0.5	0	1	5.3750920849999995	0	30.0	0	1	0.0	6.452949783999999	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
301	10013	A17	13	20260826T233115Z-wp9-r069-p0301-s10013-a17-4bc8bde6132347b6ace024d23e93345f	E3	M4	C1	T0	P6	P6	true	false	true	false	false	G07	true	1.0	0	1	11.607810729	1	14.396461131	0	1	0.0	11.430216834000001	10	10	1.0	TRUSTED_RECOVERY_CONFIRMED
302	10013	A09	14	20260826T233547Z-wp9-r069-p0302-s10013-a09-528118fc6711487299cb0871951df4c4	E1	M2	C0	T1	P7	P4	false	false	false	false	true	G04	true	0.0	0	1	5.562673389	0	30.0	1	1	1.0	29.253510225	5	5	1.0	CONTAINED_NOT_RECOVERED
303	10013	A01	15	20260826T234127Z-wp9-r069-p0303-s10013-a01-bfa4c5aa6760422d9ac2f98c277d4929	E1	M0	C0	T0	P1	P1	false	true	false	false	false	G01	true	0.5	0	1	5.2793869429999996	0	30.0	0	1	0.0	6.407406386	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
304	10013	A02	16	20260826T234706Z-wp9-r069-p0304-s10013-a02-1a30ce911ff74903b0568d33c5352d53	E1	M0	C0	T0	P7	P1	false	true	false	false	false	G01	true	0.5	0	1	5.269509509000001	0	30.0	0	1	0.0	6.251772131	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
305	10013	A03	17	20260826T235246Z-wp9-r069-p0305-s10013-a03-7a9820aad6f64105b58553970c853e7a	E1	M2	C0	T0	P1	P1	false	true	false	false	false	G02	true	0.5	0	1	5.358582681	0	30.0	0	1	0.0	6.548261201999999	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
306	10013	A11	18	20260826T235825Z-wp9-r069-p0306-s10013-a11-5101be8073194ff98a9c8386453f40f3	E3	M4	C0	T0	P7	P5	false	false	true	true	true	G05	true	1.0	0	1	1.129964441	1	3.917362491	0	1	0.0	0.952425976	10	10	1.0	TRUSTED_RECOVERY_CONFIRMED
307	10013	A23	19	20260827T000259Z-wp9-r069-p0307-s10013-a23-623f6127ab304cce923a71bfc5f4d302	E4	M2	C0	T0	P4	P4	false	false	false	false	false	G09	true	0.5	0	0	30.0	0	30.0	1	1	1.0	0.0	2	3	0.6666666666666666	RECOVERY_FAILED
308	10013	A18	20	20260827T000841Z-wp9-r069-p0308-s10013-a18-d163be739b5a404d91b74091984f7558	E3	M4	C1	T0	P7	P5	false	false	true	false	false	G07	true	1.0	0	1	1.088102784	1	3.9011623699999998	0	1	0.0	0.8865112289999999	10	10	1.0	TRUSTED_RECOVERY_CONFIRMED
309	10013	A12	21	20260827T001316Z-wp9-r069-p0309-s10013-a12-1c07f4326de04bb38cc064187a1238cd	E3	M4	C0	T1	P2	P2	false	false	false	false	true	G06	true	0.5	0	0	30.0	0	30.0	0	1	0.0	29.815149066	10	10	1.0	RECOVERY_FAILED
310	10013	A24	22	20260827T001754Z-wp9-r069-p0310-s10013-a24-017441f340c640c19722e2365b4873f9	E4	M2	C0	T0	P7	P4	false	false	false	false	false	G09	true	0.5	0	0	30.0	0	30.0	1	1	1.0	0.0	2	3	0.6666666666666666	RECOVERY_FAILED
311	10013	A19	23	20260827T002337Z-wp9-r069-p0311-s10013-a19-3209c01bc8af45d28182d65799f983da	E2	M0	C0	T0	P0	P0	false	false	false	false	false	G08	true	0.5	0	0	30.0	0	30.0	0	1	0.0	27.557288571	5	5	1.0	RECOVERY_FAILED
312	10013	A16	24	20260827T002917Z-wp9-r069-p0312-s10013-a16-20a764de7c1547bbab33b5b4c71103a0	E3	M4	C0	T0	P6	P6	true	false	true	false	false	G05	true	1.0	0	1	1.656814746	1	4.785056329	0	1	0.0	1.4808302020000002	10	10	1.0	TRUSTED_RECOVERY_CONFIRMED
313	10014	A02	1	20260827T003351Z-wp9-r069-p0313-s10014-a02-f10eb35729404102bfab95fa65388d03	E1	M0	C0	T0	P7	P1	false	true	false	false	false	G01	true	0.5	0	1	5.601279341	0	30.0	0	1	0.0	6.488818457	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
314	10014	A23	2	20260827T003931Z-wp9-r069-p0314-s10014-a23-3f630f2ba3c14e999fb26e8206710b26	E4	M2	C0	T0	P4	P4	false	false	false	false	false	G09	true	0.5	0	0	30.0	0	30.0	1	1	1.0	0.0	2	3	0.6666666666666666	RECOVERY_FAILED
315	10014	A18	3	20260827T004513Z-wp9-r069-p0315-s10014-a18-e268fb8998fa4f41a7449d28e3abd844	E3	M4	C1	T0	P7	P5	false	false	true	false	false	G07	true	1.0	0	1	1.129859069	1	3.9901997380000003	0	1	0.0	0.9450951809999999	10	10	1.0	TRUSTED_RECOVERY_CONFIRMED
316	10014	A11	4	20260827T004948Z-wp9-r069-p0316-s10014-a11-c6013d7b0f014ae99f1015b68861b3fa	E3	M4	C0	T0	P7	P5	false	false	true	true	true	G05	true	1.0	0	1	1.3203638729999998	1	4.346424196999999	0	1	0.0	1.0853198259999999	10	10	1.0	TRUSTED_RECOVERY_CONFIRMED
317	10014	A16	5	20260827T005423Z-wp9-r069-p0317-s10014-a16-42c31ca953cc4750a66fe350701d5374	E3	M4	C0	T0	P6	P6	true	false	true	false	false	G05	true	1.0	0	1	1.572457344	1	4.422804635	0	1	0.0	1.39568403	10	10	1.0	TRUSTED_RECOVERY_CONFIRMED
318	10014	A01	6	20260827T005858Z-wp9-r069-p0318-s10014-a01-ae869c1544814743bb2bc2a7190c1951	E1	M0	C0	T0	P1	P1	false	true	false	false	false	G01	true	0.5	0	1	5.2843583259999996	0	30.0	0	1	0.0	6.6286879590000005	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
319	10014	A21	7	20260827T010440Z-wp9-r069-p0319-s10014-a21-b8988468d47c4cdebc499847ab4ffab5	E2	M0	C0	T0	P7	P1	false	false	false	false	false	G08	false	1.0	0	1	2.55538415	0	30.0	0	1	0.0	0.0	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
320	10014	A09	8	20260827T011024Z-wp9-r069-p0320-s10014-a09-3ac5143e4cc645d7a690db5b9815f040	E1	M2	C0	T1	P7	P4	false	false	false	false	true	G04	true	0.0	0	1	5.3140622650000005	0	30.0	1	1	1.0	29.105557683999997	5	5	1.0	CONTAINED_NOT_RECOVERED
321	10014	A08	9	20260827T011608Z-wp9-r069-p0321-s10014-a08-6fb053caa85f487d90e5ae3ad5703c71	E1	M2	C0	T1	P2	P2	false	false	false	false	true	G04	true	0.5	0	1	5.449792556	0	30.0	0	1	0.0	6.527255175	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
322	10014	A15	10	20260827T012159Z-wp9-r069-p0322-s10014-a15-c453b26d37f14028ae44a378277c6df1	E3	M4	C0	T1	P5	P5	false	false	false	true	false	G06	true	1.0	0	1	1.329099652	1	4.606425935000001	0	1	0.0	1.1463473300000002	10	10	1.0	TRUSTED_RECOVERY_CONFIRMED
323	10014	A06	11	20260827T012643Z-wp9-r069-p0323-s10014-a06-b49ba83421d14278ad06926487c35327	E1	M4	C0	T0	P7	P2	false	true	false	false	false	G03	true	0.5	0	1	5.841709045	0	30.0	0	1	0.0	7.209640688	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
324	10014	A13	12	20260827T013235Z-wp9-r069-p0324-s10014-a13-75fccbf7ad934f7ca85635197b6c2108	E3	M4	C0	T1	P7	P2	false	false	false	true	true	G06	true	0.5	0	0	30.0	0	30.0	0	1	0.0	29.811094961	10	10	1.0	RECOVERY_FAILED
325	10014	A20	13	20260827T013726Z-wp9-r069-p0325-s10014-a20-fb1e8a63c42547de8d710b34ac5bb360	E2	M0	C0	T0	P1	P1	false	false	false	false	false	G08	false	1.0	0	1	2.6248210609999996	0	30.0	0	1	0.0	0.0	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
326	10014	A17	14	20260827T014323Z-wp9-r069-p0326-s10014-a17-034932e804c04d3c8ff92972a5ee8cb1	E3	M4	C1	T0	P6	P6	true	false	true	false	false	G07	true	1.0	0	1	11.503981298	1	14.349783409	0	1	0.0	11.325399284	10	10	1.0	TRUSTED_RECOVERY_CONFIRMED
327	10014	A24	15	20260827T014813Z-wp9-r069-p0327-s10014-a24-fd8074176264480e9cd3ced1d949c4e0	E4	M2	C0	T0	P7	P4	false	false	false	false	false	G09	true	0.5	0	0	30.0	0	30.0	1	1	1.0	0.0	2	3	0.6666666666666666	RECOVERY_FAILED
328	10014	A22	16	20260827T015428Z-wp9-r069-p0328-s10014-a22-a9ec8997377042c7882f8942099ee0ff	E4	M2	C0	T0	P0	P0	false	false	false	false	false	G09	true	0.5	0	0	30.0	0	30.0	0	1	0.0	0.0	2	3	0.6666666666666666	RECOVERY_FAILED
329	10014	A14	17	20260827T020052Z-wp9-r069-p0329-s10014-a14-b2d999be427c4553bb9a7f34747cd387	E3	M4	C0	T0	P5	P5	false	false	false	true	false	G05	true	1.0	0	1	1.277828202	1	4.936991344	0	1	0.0	1.0527234880000003	10	10	1.0	TRUSTED_RECOVERY_CONFIRMED
330	10014	A05	18	20260827T020618Z-wp9-r069-p0330-s10014-a05-2de5c49b869943b59919fa3ffdad1187	E1	M4	C0	T0	P1	P1	false	true	false	false	false	G03	true	0.5	0	1	5.537877115	0	30.0	0	1	0.0	6.811087999	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
331	10014	A12	19	20260827T021220Z-wp9-r069-p0331-s10014-a12-22a3f2987c064bd7876f3d3f6edeeb8a	E3	M4	C0	T1	P2	P2	false	false	false	false	true	G06	true	0.5	0	0	30.0	0	30.0	0	1	0.0	29.81887556	10	10	1.0	RECOVERY_FAILED
332	10014	A07	20	20260827T021717Z-wp9-r069-p0332-s10014-a07-8ac6a4ce4f334cb8b8ad2a80415b3278	E1	M2	C0	T0	P2	P2	false	false	false	false	true	G02	true	0.5	0	1	6.211457234	0	30.0	0	1	0.0	7.508523898000001	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
333	10014	A19	21	20260827T022239Z-wp9-r069-p0333-s10014-a19-979e7f5cadfc4b32bbd68ca928ce7000	E2	M0	C0	T0	P0	P0	false	false	false	false	false	G08	true	0.5	0	0	30.0	0	30.0	0	1	0.0	28.006341541999998	5	5	1.0	RECOVERY_FAILED
334	10014	A03	22	20260827T022741Z-wp9-r069-p0334-s10014-a03-d940d33e52a24286bf46d17b1b3a5f0c	E1	M2	C0	T0	P1	P1	false	true	false	false	false	G02	true	0.5	0	1	4.060488587	0	30.0	0	1	0.0	5.030622942999999	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
335	10014	A04	23	20260827T023221Z-wp9-r069-p0335-s10014-a04-44ceb10295854714a663c21e1c0dd901	E1	M2	C0	T0	P7	P2	false	true	false	false	true	G02	true	0.5	0	1	3.8999826730000002	0	30.0	0	1	0.0	4.983026998	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
336	10014	A10	24	20260827T023655Z-wp9-r069-p0336-s10014-a10-c73250394f5e41a4a51b5cbbbbdb57e2	E3	M4	C0	T0	P2	P2	false	false	false	false	true	G05	true	0.5	0	0	30.0	0	30.0	0	1	0.0	29.874295672000002	10	10	1.0	RECOVERY_FAILED
337	10015	A20	1	20260827T025848Z-wp9-r069-p0337-s10015-a20-c5e0ee6b7e024b20aa4946e7a6717ad5	E2	M0	C0	T0	P1	P1	false	false	false	false	false	G08	false	1.0	0	1	1.7980206129999998	0	30.0	0	1	0.0	0.0	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
338	10015	A08	2	20260827T030339Z-wp9-r069-p0338-s10015-a08-34225db63d4e4a1d822e721c8456a256	E1	M2	C0	T1	P2	P2	false	false	false	false	true	G04	true	0.5	0	1	3.9128514909999996	0	30.0	0	1	0.0	4.874299915	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
339	10015	A22	3	20260827T030826Z-wp9-r069-p0339-s10015-a22-7d187e4eaad949caae06aaff6138fb4f	E4	M2	C0	T0	P0	P0	false	false	false	false	false	G09	true	0.5	0	0	30.0	0	30.0	0	1	0.0	0.0	2	3	0.6666666666666666	RECOVERY_FAILED
340	10015	A24	4	20260827T031321Z-wp9-r069-p0340-s10015-a24-f1e99a6047fa4d9ca941bf21364d9e24	E4	M2	C0	T0	P7	P4	false	false	false	false	false	G09	true	0.5	0	0	30.0	0	30.0	1	1	1.0	0.0	2	3	0.6666666666666666	RECOVERY_FAILED
341	10015	A18	5	20260827T031754Z-wp9-r069-p0341-s10015-a18-2c09fdbfc65e4aa682aa1d5be7edd103	E3	M4	C1	T0	P7	P5	false	false	true	false	false	G07	true	1.0	0	1	0.7922789659999999	1	2.831202281	0	1	0.0	0.660329768	10	10	1.0	TRUSTED_RECOVERY_CONFIRMED
342	10015	A06	6	20260827T032133Z-wp9-r069-p0342-s10015-a06-2e0e02eeacba42e6a29a3600a921f3a9	E1	M4	C0	T0	P7	P2	false	true	false	false	false	G03	true	0.5	0	1	4.013727416	0	30.0	0	1	0.0	5.043124151	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
343	10015	A11	7	20260827T032608Z-wp9-r069-p0343-s10015-a11-ae63974fcf184d6ba465f7fd3ebcf34c	E3	M4	C0	T0	P7	P5	false	false	true	true	true	G05	true	1.0	0	1	0.835940927	1	2.871000459	0	1	0.0	0.7004111420000001	10	10	1.0	TRUSTED_RECOVERY_CONFIRMED
344	10015	A13	8	20260827T032946Z-wp9-r069-p0344-s10015-a13-351984ef8a59418c80f6edc134785330	E3	M4	C0	T1	P7	P2	false	false	false	true	true	G06	true	0.5	0	0	30.0	0	30.0	0	1	0.0	29.873616534	10	10	1.0	RECOVERY_FAILED
345	10015	A01	9	20260827T033326Z-wp9-r069-p0345-s10015-a01-f676e8abf4f94c888d45f0e20a1e2018	E1	M0	C0	T0	P1	P1	false	true	false	false	false	G01	true	0.5	0	1	4.240804365	0	30.0	0	1	0.0	5.313366224	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
346	10015	A17	10	20260827T033800Z-wp9-r069-p0346-s10015-a17-a407c5c09bf94bf4a0ff32c793e620f4	E3	M4	C1	T0	P6	P6	true	false	true	false	false	G07	true	1.0	0	1	11.208496866	1	13.361227941000001	0	1	0.0	11.04985027	10	10	1.0	TRUSTED_RECOVERY_CONFIRMED
347	10015	A02	11	20260827T034148Z-wp9-r069-p0347-s10015-a02-7245aa87a49045af82ba2c86ed004c37	E1	M0	C0	T0	P7	P1	false	true	false	false	false	G01	true	0.5	0	1	3.819108941	0	30.0	0	1	0.0	4.773167252	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
348	10015	A03	12	20260827T034639Z-wp9-r069-p0348-s10015-a03-f78d706ab9e54d73a729e2621e26678a	E1	M2	C0	T0	P1	P1	false	true	false	false	false	G02	true	0.5	0	1	4.153811705	0	30.0	0	1	0.0	5.0445062279999995	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
